Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
postdate,19,17,0.02,14.12,3.81,0.89
pushrod,18,8,0.02,14.12,4.12,0.44
rapier,20,17,0.24,14.12,3.79,0.85
repro,18,8,0.02,14.12,3.48,0.44
roadhouse,19,16,0.75,14.12,4.53,0.84
satinwood,18,8,0.02,14.12,4.02,0.44
satirist,18,17,0.10,14.12,2.18,0.94
sensuousness,19,17,0.04,14.12,2.85,0.89
squib,19,8,0.16,14.12,5.19,0.42
tuberculin,18,8,0.02,14.12,2.23,0.44
unilateral,19,17,0.29,14.12,3.22,0.89
utopianism,19,17,0.04,14.12,4.46,0.89
voluble,20,8,0.06,14.12,3.27,0.40
altimeter,19,15,0.45,14.13,5.14,0.79
besmirch,18,15,0.29,14.13,2.88,0.83
counterargument,18,15,0.02,14.13,2.47,0.83
defoliate,19,15,0.02,14.13,1.77,0.79
dervish,19,15,0.27,14.13,3.83,0.79
emulsifier,19,15,#N/A,14.13,3.09,0.79
estuary,22,15,0.10,14.13,3.18,0.68
evidentiary,18,15,0.45,14.13,3.29,0.83
gondolier,19,15,0.18,14.13,3.54,0.79
methodology,19,15,0.65,14.13,3.27,0.79
muddleheaded,19,15,#N/A,14.13,2.95,0.79
organismic,20,15,0.02,14.13,2.97,0.75
oscillate,18,15,0.06,14.13,4.00,0.83
paunchy,19,15,0.08,14.13,2.92,0.79
probative,18,15,0.37,14.13,3.98,0.83
scalable,18,15,0.04,14.13,4.42,0.83
sheathe,19,15,0.10,14.13,3.07,0.79
sovereignty,18,15,0.57,14.13,3.00,0.83
stereophonic,18,15,0.10,14.13,3.68,0.83
transducer,19,15,0.20,14.13,4.36,0.79
amenable,18,14,0.18,14.14,2.32,0.78
architectonic,18,7,0.02,14.14,4.34,0.39
blowzy,18,7,0.02,14.14,4.18,0.39
cartilaginous,19,14,0.04,14.14,3.76,0.74
cascara,19,7,0.12,14.14,4.71,0.37
coccyx,18,14,0.14,14.14,2.77,0.78
cockhorse,20,7,0.04,14.14,4.56,0.35
colloquium,18,14,0.02,14.14,2.57,0.78
compunctious,18,7,0.06,14.14,2.79,0.39
consistory,19,7,#N/A,14.14,2.54,0.37
cooperage,19,7,0.04,14.14,1.77,0.37
disbursal,20,14,0.02,14.14,2.18,0.70
enzymatic,19,14,0.06,14.14,2.54,0.74
facsimile,18,14,0.18,14.14,4.70,0.78
flotilla,19,7,0.02,14.14,4.22,0.37
gubernatorial,20,14,0.04,14.14,2.57,0.70
highboy,18,14,0.08,14.14,4.28,0.78
homologous,21,14,0.04,14.14,3.25,0.67
laudable,19,14,0.12,14.14,4.09,0.74
lowborn,19,7,0.02,14.14,2.91,0.37
maudlin,20,14,0.47,14.14,2.80,0.70
milord,19,7,3.61,14.14,2.97,0.37
monolithic,19,14,0.08,14.14,2.32,0.74
nursling,18,7,#N/A,14.14,2.67,0.39
parquet,18,14,0.08,14.14,3.55,0.78
pentacle,18,14,0.14,14.14,3.01,0.78
populist,19,14,0.08,14.14,3.57,0.74
replete,19,14,0.16,14.14,3.76,0.74
sacral,18,7,0.06,14.14,4.30,0.39
shorthorn,18,7,0.02,14.14,4.06,0.39
synchromesh,19,7,0.02,14.14,2.04,0.37
waspish,19,14,0.06,14.14,3.82,0.74
anarchic,18,13,0.04,14.15,2.64,0.72
annular,19,13,0.02,14.15,4.74,0.68
circumspect,19,13,0.20,14.15,2.19,0.68
cockle,20,13,0.08,14.15,4.69,0.65
conductivity,20,20,0.06,14.15,3.47,1.00
corporative,18,13,0.02,14.15,2.38,0.72
dermal,18,13,0.10,14.15,3.05,0.72
flimflam,19,13,0.06,14.15,4.71,0.68
ganja,19,13,0.27,14.15,3.08,0.68
humanizing,20,20,0.10,14.15,2.78,1.00
incongruous,18,13,0.14,14.15,2.27,0.72
polygenic,18,13,0.02,14.15,3.00,0.72
rigorousness,20,20,0.02,14.15,3.70,1.00
transmute,18,13,0.06,14.15,2.82,0.72
vestment,35,27,0.04,14.15,4.29,0.77
allegory,19,19,0.24,14.16,2.59,1.00
apprehensibility,19,19,0.02,14.16,2.99,1.00
astrophysical,20,19,0.02,14.16,2.54,0.95
benzene,20,19,0.43,14.16,2.71,0.95
bong,20,19,2.78,14.16,5.07,0.95
cognac,20,19,2.65,14.16,4.14,0.95
cosmological,21,19,0.08,14.16,3.13,0.90
inadvisable,20,19,0.08,14.16,3.20,0.95
multiprocessing,19,19,0.02,14.16,3.86,1.00
outfitter,20,19,0.04,14.16,2.79,0.95
overzealousness,20,19,0.08,14.16,4.07,0.95
oxymoron,20,19,0.27,14.16,3.22,0.95
stonemasonry,20,19,0.02,14.16,3.73,0.95
toner,20,19,0.86,14.16,3.48,0.95
vegan,19,19,0.65,14.16,4.00,1.00
adherent,18,18,0.06,14.17,2.77,1.00
albinism,18,12,0.04,14.17,3.61,0.67
alexandrine,18,6,0.14,14.17,3.54,0.33
anticlimactic,20,18,0.20,14.17,4.76,0.90
arsine,21,12,0.04,14.17,4.06,0.57
augmentation,18,18,0.18,14.17,2.85,1.00
biotechnology,19,18,0.16,14.17,3.03,0.95
checksum,18,6,0.02,14.17,2.93,0.33
debilitating,20,18,0.57,14.17,2.98,0.90
denigrate,19,12,0.25,14.17,4.43,0.63
desultory,18,6,0.04,14.17,0.75,0.33
dirge,19,12,0.18,14.17,3.07,0.63
doddering,19,12,0.10,14.17,3.59,0.63
earthlight,18,12,0.02,14.17,3.30,0.67
enigma,20,18,0.92,14.17,3.03,0.90
epical,21,12,0.02,14.17,4.73,0.57
eradicator,18,18,0.06,14.17,3.05,1.00
expeditionary,18,18,0.29,14.17,3.65,1.00
fiche,21,12,0.02,14.17,3.56,0.57
floe,20,12,0.22,14.17,4.11,0.60
fondant,18,12,0.12,14.17,4.82,0.67
forecourt,19,12,0.04,14.17,3.64,0.63
gradation,20,18,0.02,14.17,4.23,0.90
halocline,18,6,0.04,14.17,4.71,0.33
invoice,18,18,1.04,14.17,3.73,1.00
ironical,19,18,0.12,14.17,3.62,0.95
kinkiness,19,18,0.02,14.17,3.37,0.95
lackadaisical,18,12,0.08,14.17,2.33,0.67
lambast,20,12,#N/A,14.17,3.07,0.60
lymphoblastic,19,6,0.02,14.17,2.93,0.32
manifestation,18,18,1.04,14.17,2.83,1.00
morbidity,18,18,0.10,14.17,2.85,1.00
motherboard,19,18,0.18,14.17,4.40,0.95
nonce,19,6,0.06,14.17,3.60,0.32
nondenominational,19,18,0.08,14.17,3.91,0.95
nonpolitical,18,18,0.04,14.17,3.88,1.00
opportunism,18,18,0.02,14.17,2.55,1.00
ostentatious,18,18,0.49,14.17,3.22,1.00
overspecialized,19,18,0.02,14.17,3.38,0.95
parser,19,6,0.02,14.17,2.64,0.32
probity,18,12,0.06,14.17,3.51,0.67
quintal,20,6,0.04,14.17,5.15,0.30
renitent,18,6,0.02,14.17,6.11,0.33
repine,19,6,#N/A,14.17,2.32,0.32
resalable,19,12,#N/A,14.17,4.26,0.63
scarper,20,12,0.02,14.17,4.51,0.60
umber,18,12,0.27,14.17,4.65,0.67
urea,19,12,0.04,14.17,4.90,0.63
ursine,20,6,#N/A,14.17,4.12,0.30
vindictive,19,18,1.06,14.17,2.94,0.95
acquaintanceship,19,17,0.08,14.18,2.16,0.89
acquiescent,18,11,0.02,14.18,3.31,0.61
adductor,21,11,0.02,14.18,4.87,0.52
alky,18,11,0.41,14.18,3.68,0.61
anaesthetize,18,17,0.02,14.18,3.38,0.94
beguine,18,11,0.25,14.18,3.84,0.61
bioelectricity,18,17,0.02,14.18,2.46,0.94
bluenose,18,11,0.04,14.18,3.54,0.61
coagulant,19,17,0.06,14.18,3.80,0.89
compensatory,20,17,0.22,14.18,3.68,0.85
demagoguery,18,11,0.04,14.18,4.49,0.61
diatonic,18,11,0.02,14.18,3.06,0.61
egotistical,19,17,0.69,14.18,4.05,0.89
errant,20,17,0.49,14.18,4.20,0.85
incontinent,19,17,0.35,14.18,3.28,0.89
lowball,20,17,0.16,14.18,5.16,0.85
misalignment,18,17,0.02,14.18,3.34,0.94
peloton,18,11,0.02,14.18,4.31,0.61
podiatric,18,17,0.04,14.18,4.28,0.94
pone,20,11,0.10,14.18,3.09,0.55
promontory,19,11,0.04,14.18,2.64,0.58
quoth,19,11,0.08,14.18,4.29,0.58
septuplet,19,17,0.02,14.18,3.59,0.89
tempore,20,11,0.02,14.18,3.34,0.55
terseness,20,17,0.04,14.18,2.21,0.85
totalitarian,21,17,0.16,14.18,4.16,0.81
translucence,19,17,0.02,14.18,3.07,0.89
vitreous,19,11,0.18,14.18,2.82,0.58
acquisitive,20,16,0.06,14.19,3.06,0.80
alderman,19,16,0.80,14.19,2.93,0.84
anatomize,20,16,0.04,14.19,4.43,0.80
cremator,18,16,0.02,14.19,2.64,0.89
fortuitous,19,16,0.39,14.19,3.53,0.84
ionic,18,16,0.16,14.19,1.83,0.89
libertarian,18,16,0.08,14.19,3.49,0.89
neonatal,18,16,0.08,14.19,3.33,0.89
pawnbroker,19,16,0.18,14.19,3.90,0.84
rarefied,19,16,0.16,14.19,3.82,0.84
reversion,19,16,0.08,14.19,4.72,0.84
stoicism,18,16,0.12,14.19,4.52,0.89
terracotta,18,16,0.10,14.19,4.61,0.89
tumultuous,18,16,0.22,14.19,3.69,0.89
unscrupulous,19,16,0.57,14.19,2.07,0.84
aftermarket,20,20,0.04,14.20,4.47,1.00
albumin,18,10,0.08,14.20,3.65,0.56
appellant,18,10,0.14,14.20,5.41,0.56
areal,19,5,0.02,14.20,2.95,0.26
beget,18,15,0.31,14.20,4.35,0.83
byword,18,15,0.04,14.20,3.78,0.83
cloning,20,20,1.12,14.20,4.76,1.00
counterrevolution,18,15,0.04,14.20,2.54,0.83
database,20,20,5.69,14.20,5.78,1.00
dither,21,15,0.08,14.20,3.30,0.71
dredging,18,15,0.29,14.20,1.97,0.83
fatuous,18,10,0.14,14.20,3.88,0.56
khan,18,10,3.88,14.20,4.52,0.56
locum,20,10,0.14,14.20,3.26,0.50
moorage,22,10,0.02,14.20,3.82,0.45
occlude,18,10,0.04,14.20,3.43,0.56
oedipal,18,15,0.41,14.20,4.62,0.83
orientate,18,15,0.02,14.20,3.08,0.83
overbill,18,15,0.04,14.20,3.75,0.83
parboil,19,15,0.02,14.20,4.92,0.79
particulate,18,15,0.10,14.20,3.34,0.83
philander,18,15,0.04,14.20,2.93,0.83
pizzicato,19,5,0.12,14.20,3.49,0.26
postpaid,20,15,#N/A,14.20,3.08,0.75
preempt,19,15,0.25,14.20,4.02,0.79
privation,18,15,0.10,14.20,4.44,0.83
ptomaine,18,5,0.14,14.20,2.49,0.28
purl,19,5,0.12,14.20,2.49,0.26
regenerative,20,20,0.10,14.20,2.95,1.00
repertoire,20,20,0.45,14.20,3.53,1.00
sacristan,19,5,0.02,14.20,2.39,0.26
sedition,19,15,0.45,14.20,3.88,0.79
taro,19,10,0.43,14.20,2.86,0.53
ulster,19,5,0.10,14.20,4.60,0.26
apathy,19,19,0.47,14.21,3.22,1.00
autism,20,19,0.71,14.21,4.55,0.95
conciliatory,19,14,0.06,14.21,2.72,0.74
conjectural,18,14,0.02,14.21,2.78,0.78
crypto,20,19,0.08,14.21,2.86,0.95
discordant,18,14,0.31,14.21,3.53,0.78
douser,21,14,0.02,14.21,3.24,0.67
enthronement,18,14,0.08,14.21,2.89,0.78
exhibitor,19,19,0.04,14.21,2.39,1.00
flexor,18,14,0.10,14.21,3.77,0.78
fragmentary,18,14,0.04,14.21,4.02,0.78
ginkgo,20,14,0.18,14.21,4.06,0.70
hibachi,18,14,0.14,14.21,3.85,0.78
misdemeanor,19,19,1.43,14.21,3.58,1.00
perturbation,20,14,0.04,14.21,4.17,0.70
reinstitute,18,14,0.06,14.21,2.86,0.78
scrupulous,20,19,0.16,14.21,2.42,0.95
varietal,18,14,0.06,14.21,2.26,0.78
advert,19,18,0.25,14.22,3.80,0.95
anatomist,20,18,0.06,14.22,5.21,0.90
asperse,18,9,0.02,14.22,3.27,0.50
bantam,19,9,0.08,14.22,2.49,0.47
camshaft,18,9,0.22,14.22,5.12,0.50
cormorant,18,9,0.10,14.22,3.42,0.50
cryptogram,21,18,0.02,14.22,3.80,0.86
delphinium,19,9,0.04,14.22,5.76,0.47
depletion,19,18,0.25,14.22,3.15,0.95
derivation,20,18,0.25,14.22,3.42,0.90
diverter,19,18,0.02,14.22,3.78,0.95
donnybrook,19,9,0.02,14.22,3.03,0.47
ductile,20,9,0.02,14.22,2.77,0.45
impressionism,18,18,0.12,14.22,3.75,1.00
introspection,19,18,0.18,14.22,3.14,0.95
lipid,18,18,0.06,14.22,2.37,1.00
lustrum,21,9,0.02,14.22,2.22,0.43
mucilage,18,9,0.06,14.22,4.99,0.50
neurologist,19,18,1.00,14.22,3.66,0.95
orthotic,19,18,0.02,14.22,2.86,0.95
panzer,18,9,0.80,14.22,5.14,0.50
primeval,19,18,0.29,14.22,4.82,0.95
profundity,18,9,0.08,14.22,2.49,0.50
proprietary,18,18,0.45,14.22,4.62,1.00
satiric,19,18,0.04,14.22,3.21,0.95
sclerosis,20,18,0.25,14.22,3.25,0.90
shriven,19,9,#N/A,14.22,3.42,0.47
sorority,18,18,1.88,14.22,2.94,1.00
tutelage,37,23,0.20,14.22,2.56,0.62
unsaturated,18,18,0.02,14.22,3.30,1.00
vindictiveness,19,18,0.12,14.22,2.65,0.95
vocalic,18,9,#N/A,14.22,3.23,0.50
voiceprint,32,18,0.24,14.22,2.71,0.56
modernist,22,22,#N/A,14.23,4.32,1.00
borax,19,13,0.10,14.23,4.55,0.68
chronometer,19,13,0.22,14.23,3.17,0.68
covalent,18,13,0.10,14.23,3.90,0.72
cubist,19,13,0.04,14.23,3.24,0.68
dethronement,18,13,0.02,14.23,2.28,0.72
dielectric,19,13,0.06,14.23,3.49,0.68
ergot,19,13,0.06,14.23,4.00,0.68
infinitesimal,19,13,0.27,14.23,4.48,0.68
knavery,19,13,0.02,14.23,3.70,0.68
medulla,18,13,0.31,14.23,4.34,0.72
necrosis,18,13,0.12,14.23,3.03,0.72
playa,18,13,0.43,14.23,2.98,0.72
pleurisy,18,13,0.10,14.23,4.13,0.72
tensile,18,13,0.12,14.23,2.74,0.72
abovementioned,19,17,0.02,14.24,2.73,0.89
acclimate,20,17,0.16,14.24,2.75,0.85
adrenal,19,17,0.31,14.24,3.61,0.89
chemo,18,17,1.75,14.24,3.68,0.94
comatose,19,17,0.98,14.24,3.70,0.89
counteraction,18,17,0.02,14.24,3.11,0.94
countersuit,18,17,0.04,14.24,3.31,0.94
decompression,18,17,0.55,14.24,4.40,0.94
deplorable,18,17,0.92,14.24,1.82,0.94
equivocal,19,17,0.16,14.24,4.07,0.89
extremism,20,17,0.06,14.24,2.95,0.85
geisha,18,17,2.86,14.24,3.27,0.94
hepatitis,18,17,1.55,14.24,2.36,0.94
linguistics,18,17,0.49,14.24,3.35,0.94
methyl,19,17,0.20,14.24,2.68,0.89
pandemonium,18,17,0.65,14.24,3.98,0.94
phallus,19,17,0.10,14.24,2.77,0.89
rationalist,18,17,0.06,14.24,3.63,0.94
succinct,20,17,0.24,14.24,2.88,0.85
sulfate,18,17,0.39,14.24,3.36,0.94
telemarketing,21,21,0.35,14.24,5.29,1.00
unexploited,18,17,0.02,14.24,3.91,0.94
vagueness,20,17,0.12,14.24,2.46,0.85
acacia,21,12,0.16,14.25,6.20,0.57
acquiesce,19,16,0.06,14.25,3.47,0.84
adjuvant,19,12,0.02,14.25,2.26,0.63
arbitration,20,20,0.45,14.25,4.24,1.00
belligerency,18,12,0.06,14.25,1.36,0.67
brine,18,16,0.31,14.25,4.74,0.89
castrati,18,8,0.08,14.25,3.01,0.44
circadian,19,12,0.12,14.25,4.94,0.63
countersignature,19,12,0.04,14.25,3.11,0.63
dace,18,4,0.10,14.25,4.03,0.22
direful,19,12,#N/A,14.25,2.01,0.63
disentwine,18,8,0.02,14.25,2.49,0.44
divestiture,18,8,0.06,14.25,3.77,0.44
folic,19,16,0.14,14.25,3.30,0.84
herbage,19,12,#N/A,14.25,4.99,0.63
inalienability,19,16,#N/A,14.25,2.98,0.84
insouciant,19,8,0.06,14.25,2.96,0.42
khedive,19,4,0.18,14.25,3.20,0.21
lithosphere,18,12,0.04,14.25,3.55,0.67
marabou,19,8,0.02,14.25,3.15,0.42
moot,19,16,1.18,14.25,3.26,0.84
niter,19,4,#N/A,14.25,4.35,0.21
nomenclature,19,12,0.20,14.25,2.77,0.63
paean,19,4,0.06,14.25,2.22,0.21
palsy,19,12,0.53,14.25,3.65,0.63
partition,20,20,0.49,14.25,2.88,1.00
patella,19,12,0.24,14.25,1.66,0.63
preprogrammed,20,20,0.12,14.25,3.99,1.00
pukka,20,4,0.08,14.25,3.59,0.20
quasar,19,12,0.29,14.25,3.52,0.63
rancidity,18,12,#N/A,14.25,2.45,0.67
rhetorical,20,20,0.96,14.25,4.05,1.00
rhymester,18,8,0.02,14.25,3.37,0.44
riven,21,4,0.02,14.25,2.22,0.19
sandhog,21,8,#N/A,14.25,4.92,0.38
scatology,20,8,0.04,14.25,4.89,0.40
shareholder,20,20,0.53,14.25,5.53,1.00
starveling,18,4,#N/A,14.25,2.87,0.22
troth,18,12,0.69,14.25,5.07,0.67
unabashed,18,16,0.08,14.25,3.28,0.89
yeshiva,19,8,0.33,14.25,5.15,0.42
ziggurat,19,12,0.37,14.25,3.84,0.63
adjournment,19,19,0.22,14.26,3.91,1.00
anthrax,19,19,1.29,14.26,4.21,1.00
debit,19,19,0.16,14.26,4.59,1.00
debutante,20,19,1.33,14.26,2.98,0.95
decentralization,20,19,0.02,14.26,4.28,0.95
elicit,21,19,0.49,14.26,3.75,0.90
enabler,19,19,0.12,14.26,3.26,1.00
glycerin,20,19,0.14,14.26,2.79,0.95
homepage,19,19,0.06,14.26,5.56,1.00
hydrochloric,19,19,0.29,14.26,2.10,1.00
polygamist,19,19,0.04,14.26,3.16,1.00
quantum,20,19,5.59,14.26,3.59,0.95
reformer,20,19,0.22,14.26,4.70,0.95
sodomize,19,19,0.08,14.26,3.63,1.00
systemic,20,19,0.22,14.26,4.01,0.95
annals,19,15,0.65,14.27,4.11,0.79
calcite,19,15,0.08,14.27,3.37,0.79
dearth,19,11,0.10,14.27,3.85,0.58
egocentric,18,15,0.24,14.27,3.06,0.83
elephantine,20,11,0.08,14.27,4.20,0.55
embolden,20,15,0.02,14.27,2.55,0.75
execrable,19,11,0.02,14.27,3.07,0.58
highhanded,19,11,0.10,14.27,3.47,0.58
ides,18,15,0.08,14.27,3.31,0.83
impinge,19,15,0.12,14.27,4.20,0.79
inducement,18,15,0.25,14.27,3.63,0.83
inexorable,18,11,0.12,14.27,3.74,0.61
microdot,18,15,0.12,14.27,4.13,0.83
plantar,19,15,0.08,14.27,3.81,0.79
purser,19,11,0.90,14.27,5.12,0.58
simian,19,11,0.51,14.27,4.94,0.58
speculum,20,15,0.16,14.27,3.77,0.75
subpoena,18,15,2.22,14.27,3.37,0.83
substantiate,18,15,0.39,14.27,2.66,0.83
torus,38,11,0.02,14.27,4.24,0.29
vernacular,18,15,0.49,14.27,2.99,0.83
vesicle,18,15,0.04,14.27,2.74,0.83
vocative,19,11,#N/A,14.27,4.10,0.58
vulcanized,19,15,0.16,14.27,4.03,0.79
brainstem,18,18,0.22,14.28,3.32,1.00
catalyze,19,18,0.02,14.28,1.84,0.95
collaborationist,22,18,0.02,14.28,4.08,0.82
connoisseur,18,18,0.61,14.28,2.19,1.00
exonerate,18,18,0.71,14.28,2.67,1.00
feministic,18,18,0.02,14.28,3.71,1.00
hallucination,18,18,1.78,14.28,3.44,1.00
imperial,18,18,2.47,14.28,2.74,1.00
irrevocable,18,18,0.37,14.28,2.49,1.00
legalistic,18,18,0.04,14.28,3.58,1.00
negation,20,18,0.10,14.28,3.80,0.90
perennial,19,18,0.29,14.28,3.69,0.95
presumption,19,18,0.75,14.28,3.53,0.95
recuperative,18,18,0.10,14.28,2.61,1.00
lupus,22,21,1.73,14.29,4.43,0.95
adamant,18,14,0.98,14.29,3.50,0.78
assemblage,19,17,0.12,14.29,2.76,0.89
autogenesis,19,7,0.04,14.29,2.56,0.37
beanery,18,14,0.10,14.29,2.89,0.78
bloodlust,18,17,0.18,14.29,3.27,0.94
candidness,19,17,0.02,14.29,3.72,0.89
cloudburst,20,14,0.04,14.29,5.33,0.70
countervail,20,7,0.02,14.29,4.35,0.35
cyclopedia,19,7,0.02,14.29,3.59,0.37
effusion,19,14,0.31,14.29,4.84,0.74
empirical,21,17,0.45,14.29,2.62,0.81
enclave,18,17,0.06,14.29,2.31,0.94
ergonomic,19,17,0.10,14.29,2.82,0.89
exhortation,20,17,0.04,14.29,2.91,0.85
futz,18,7,0.06,14.29,4.11,0.39
homespun,19,17,0.20,14.29,4.09,0.89
honorific,18,14,0.02,14.29,3.58,0.78
inept,21,17,0.84,14.29,3.74,0.81
kudu,19,7,0.08,14.29,4.79,0.37
melanin,21,17,0.08,14.29,3.72,0.81
mossback,18,7,0.02,14.29,5.99,0.39
necromancer,18,14,0.41,14.29,3.54,0.78
osteoporosis,19,17,0.18,14.29,4.73,0.89
penurious,18,7,0.02,14.29,2.43,0.39
prolapse,19,17,0.02,14.29,4.48,0.89
propagandist,18,17,0.08,14.29,1.93,0.94
provisional,18,17,0.73,14.29,3.37,0.94
refutation,18,14,0.02,14.29,4.01,0.78
reorganization,21,21,0.35,14.29,4.70,1.00
reprobate,19,14,0.22,14.29,2.76,0.74
reticulum,18,7,0.12,14.29,3.59,0.39
soothsaying,18,14,0.02,14.29,4.30,0.78
sym,18,7,0.02,14.29,4.07,0.39
transference,19,17,0.86,14.29,4.21,0.89
turnkey,19,14,0.10,14.29,4.73,0.74
anachronism,20,10,0.10,14.30,2.00,0.50
armature,19,10,0.02,14.30,3.65,0.53
communique,19,10,0.16,14.30,3.62,0.53
dirigible,19,10,0.02,14.30,2.79,0.53
dotard,19,10,0.04,14.30,5.31,0.53
hybrid,20,20,2.04,14.30,4.51,1.00
megalomaniacal,19,10,0.08,14.30,3.16,0.53
naiad,18,10,0.04,14.30,3.09,0.56
plurality,22,20,0.02,14.30,2.96,0.91
postulant,18,10,0.02,14.30,4.52,0.56
rheumatoid,20,20,0.14,14.30,3.57,1.00
rucksack,18,10,0.16,14.30,3.68,0.56
synod,18,10,0.02,14.30,4.83,0.56
transient,20,20,1.02,14.30,2.47,1.00
unethical,20,20,1.76,14.30,3.15,1.00
viability,20,20,0.18,14.30,3.44,1.00
accede,18,13,0.14,14.31,1.84,0.72
apprise,18,13,0.14,14.31,2.25,0.72
attache,21,16,0.10,14.31,2.96,0.76
aureole,20,16,0.04,14.31,4.44,0.80
avionics,18,13,0.25,14.31,3.92,0.72
chippie,19,13,0.22,14.31,4.11,0.68
coltish,20,16,0.02,14.31,4.78,0.80
endoscopic,18,16,0.08,14.31,2.24,0.89
fleshpot,19,13,0.04,14.31,2.25,0.68
gastrointestinal,18,16,0.18,14.31,2.12,0.89
magnanimity,19,13,0.04,14.31,2.81,0.68
paramecium,18,13,0.20,14.31,2.84,0.72
rectory,19,16,0.53,14.31,3.70,0.84
redistrict,20,16,#N/A,14.31,3.65,0.80
respite,20,16,0.47,14.31,2.52,0.80
subversion,20,16,0.18,14.31,3.59,0.80
titillate,18,16,0.16,14.31,3.36,0.89
corroborative,21,19,0.04,14.32,4.18,0.90
defibrillation,20,19,0.04,14.32,2.96,0.95
derangement,19,19,0.14,14.32,3.77,1.00
ejaculator,20,19,0.12,14.32,3.32,0.95
empathy,20,19,1.14,14.32,2.52,0.95
empowerment,19,19,0.10,14.32,3.23,1.00
ginseng,19,19,0.39,14.32,3.64,1.00
glutinous,20,19,0.02,14.32,3.77,0.95
infertile,19,19,0.27,14.32,5.11,1.00
insolvent,20,19,0.06,14.32,3.64,0.95
presumptuousness,20,19,0.02,14.32,3.64,0.95
stein,21,17,3.04,14.32,4.62,0.81
anecdote,18,18,1.08,14.33,2.47,1.00
anthropoid,19,15,0.06,14.33,3.24,0.79
apriority,18,9,0.04,14.33,1.66,0.50
atheneum,20,3,0.02,14.33,0.58,0.15
audacious,20,18,0.51,14.33,3.65,0.90
bailiwick,19,9,0.10,14.33,3.39,0.47
barium,21,15,0.45,14.33,3.85,0.71
bedlamite,19,3,0.04,14.33,4.04,0.16
bilious,18,12,0.27,14.33,3.77,0.67
boondoggle,19,6,0.06,14.33,2.94,0.32
bronchodilator,18,12,0.02,14.33,3.77,0.67
cantata,20,9,0.08,14.33,3.39,0.45
caraway,20,9,0.18,14.33,3.35,0.45
chasm,19,18,0.35,14.33,4.14,0.95
chevalier,22,12,0.55,14.33,3.37,0.55
cincture,21,6,#N/A,14.33,1.63,0.29
collude,21,12,0.18,14.33,3.75,0.57
conservancy,18,18,0.33,14.33,2.68,1.00
consomme,19,15,#N/A,14.33,3.58,0.79
consulate,19,18,4.88,14.33,2.20,0.95
dacha,20,3,0.08,14.33,3.79,0.15
demonology,18,15,0.10,14.33,2.41,0.83
demur,20,12,0.02,14.33,3.60,0.60
deportment,18,18,0.24,14.33,3.80,1.00
dereliction,18,12,0.25,14.33,3.39,0.67
diktat,18,3,0.02,14.33,6.35,0.17
doyen,18,3,0.02,14.33,5.13,0.17
einsteinium,20,12,0.02,14.33,2.06,0.60
expediter,18,18,0.12,14.33,2.83,1.00
fascism,19,18,0.76,14.33,2.99,0.95
foresheet,18,9,0.02,14.33,3.54,0.50
funerary,18,6,0.06,14.33,4.13,0.33
gangrenous,18,15,0.18,14.33,4.06,0.83
glengarry,21,3,0.06,14.33,2.52,0.14
gypsum,18,15,0.25,14.33,1.50,0.83
haberdasher,22,15,0.18,14.33,2.64,0.68
hockshop,18,6,0.08,14.33,2.50,0.33
hydrocortisone,18,15,0.06,14.33,4.69,0.83
hyperemic,19,3,0.02,14.33,2.08,0.16
illusive,20,18,0.12,14.33,4.34,0.90
incumbent,20,18,0.67,14.33,2.35,0.90
indomitable,19,15,0.20,14.33,3.24,0.79
integral,18,18,0.73,14.33,2.59,1.00
interrelate,20,15,#N/A,14.33,2.64,0.75
jocund,19,9,0.08,14.33,3.84,0.47
kibbutz,18,9,0.24,14.33,4.36,0.50
lactate,19,18,0.16,14.33,3.65,0.95
logarithm,19,18,0.04,14.33,2.72,0.95
mainsheet,19,12,0.02,14.33,4.50,0.63
maitre,18,12,0.94,14.33,4.52,0.67
malcontent,20,18,0.20,14.33,3.38,0.90
malodorous,19,12,0.06,14.33,2.90,0.63
miscegenation,19,6,0.02,14.33,2.73,0.32
musher,18,9,0.22,14.33,5.34,0.50
nacelle,19,6,0.14,14.33,2.73,0.32
nein,19,6,1.08,14.33,5.82,0.32
nettle,19,12,0.16,14.33,3.68,0.63
noncommissioned,20,18,0.18,14.33,4.52,0.90
obbligato,18,9,0.06,14.33,2.65,0.50
officious,19,15,0.16,14.33,3.96,0.79
papilla,19,3,0.02,14.33,2.08,0.16
parity,20,12,0.10,14.33,4.08,0.60
penetrator,18,18,0.08,14.33,3.22,1.00
periphrasis,19,6,#N/A,14.33,2.94,0.32
pistillate,18,6,#N/A,14.33,1.63,0.33
pogrom,21,3,0.12,14.33,2.52,0.14
prestidigitation,19,12,0.14,14.33,3.50,0.63
privet,19,9,0.02,14.33,5.34,0.47
quietus,19,9,0.06,14.33,1.66,0.47
recapitulation,20,9,0.02,14.33,3.28,0.45
recency,18,9,#N/A,14.33,4.03,0.50
reservist,18,15,0.06,14.33,2.61,0.83
roentgen,18,9,0.08,14.33,5.52,0.50
salvo,19,9,0.37,14.33,5.39,0.47
scintilla,20,3,0.12,14.33,2.08,0.15
semaphore,19,6,0.14,14.33,2.16,0.32
sociological,19,18,0.27,14.33,3.45,0.95
spectrograph,18,12,0.14,14.33,2.74,0.67
