Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,word,word_clean,wn_pos,wn_lexname,wn_lex_clean,wn_level1,wn_level2,wn_level1_name,wn_level2_name
cartwheel,18,18,0.29,5.94,1.3,1,cartwheel,cartwheel,n,noun.artifact,artifact,wheel.n.01,machine.n.04,wheel,machine
decoration,18,18,1.84,5.94,1.92,1,decoration,decoration,n,noun.artifact,artifact,artifact.n.01,whole.n.02,artifact,whole
eater,19,18,1.57,5.94,2.44,0.95,eater,eater,n,noun.person,person,consumer.n.01,user.n.01,consumer,user
emergency,18,18,54.43,5.94,2.41,1,emergency,emergency,n,noun.event,event,crisis.n.02,juncture.n.01,crisis,juncture
group,18,18,73.76,5.94,1.89,1,group,group,n,noun.Tops,Tops,abstraction.n.06,entity.n.01,abstraction,entity
knuckle,18,18,1.29,5.94,1.35,1,knuckle,knuckle,n,noun.body,body,synovial_joint.n.01,joint.n.01,synovial_joint,joint
maple,18,18,3.24,5.94,2.04,1,maple,maple,n,noun.plant,plant,wood.n.01,plant_material.n.01,wood,plant_material
mint,19,18,5.43,5.94,1.86,0.95,mint,mint,n,noun.quantity,quantity,large_indefinite_quantity.n.01,indefinite_quantity.n.01,large_indefinite_quantity,indefinite_quantity
nightmare,18,18,22.39,5.94,2.65,1,nightmare,nightmare,n,noun.state,state,situation.n.03,difficulty.n.03,situation,difficulty
pair,18,18,37.25,5.94,2.46,1,pair,pair,n,noun.group,group,set.n.01,collection.n.01,set,collection
parking,18,18,27.04,5.94,2.34,1,parking,parking,n,noun.quantity,quantity,room.n.02,position.n.07,room,position
pocketknife,18,18,0.33,5.94,2.84,1,pocketknife,pocketknife,n,noun.artifact,artifact,knife.n.01,edge_tool.n.01,knife,edge_tool
root,18,18,10.47,5.94,2.15,1,root,root,n,noun.plant,plant,plant_organ.n.01,plant_part.n.01,plant_organ,plant_part
ruler,18,18,3.18,5.94,1.55,1,ruler,ruler,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
scent,18,18,5.96,5.94,2.01,1,scent,scent,n,noun.cognition,cognition,smell.n.01,sensation.n.01,smell,sensation
smarty,18,18,0.59,5.94,2.62,1,smarty,smarty,NA,NA,NA,NA,NA,NA,NA
snore,18,18,1.61,5.94,2.04,1,snore,snore,n,noun.event,event,noise.n.01,sound.n.04,noise,sound
student,18,18,43.04,5.94,1.66,1,student,student,n,noun.person,person,enrollee.n.01,person.n.01,enrollee,person
sweaty,18,18,4.43,5.94,2.29,1,sweaty,sweaty,NA,NA,NA,NA,NA,NA,NA
toymaker,18,18,0.88,5.94,2.18,1,toymaker,toymaker,NA,NA,NA,NA,NA,NA,NA
weather,18,18,34.24,5.94,2.31,1,weather,weather,n,noun.phenomenon,phenomenon,atmospheric_phenomenon.n.01,physical_phenomenon.n.01,atmospheric_phenomenon,physical_phenomenon
camera,18,18,57,6,1.71,1,camera,camera,n,noun.artifact,artifact,photographic_equipment.n.01,equipment.n.01,photographic_equipment,equipment
cent,18,18,9.47,6,1.64,1,cent,cent,n,noun.quantity,quantity,fractional_monetary_unit.n.01,monetary_unit.n.01,fractional_monetary_unit,monetary_unit
cheerleader,18,18,6.45,6,2.2,1,cheerleader,cheerleader,n,noun.person,person,supporter.n.01,advocate.n.01,supporter,advocate
dancer,18,18,16.29,6,2.4,1,dancer,dancer,n,noun.person,person,performer.n.01,entertainer.n.01,performer,entertainer
deal,18,18,261.37,6,2.06,1,deal,deal,n,noun.act,act,transaction.n.01,group_action.n.01,transaction,group_action
dotted,18,18,1,6,1.08,1,dotted,dotted,v,verb.stative,stative,cover.v.03,be.v.03,cover,be
earlobe,19,18,0.33,6,2.47,0.95,earlobe,earlobe,n,noun.body,body,lobe.n.01,body_part.n.01,lobe,body_part
fail,18,18,24.59,6,1.61,1,fail,fail,v,verb.social,social,NA,NA,NA,NA
force,18,18,70.67,6,1.78,1,force,force,n,noun.attribute,attribute,influence.n.01,power.n.01,influence,power
gingerbread,18,18,0.65,6,2.33,1,gingerbread,gingerbread,n,noun.food,food,cake.n.03,baked_goods.n.01,cake,baked_goods
gravy,18,18,5.27,6,2.11,1,gravy,gravy,n,noun.food,food,sauce.n.01,condiment.n.01,sauce,condiment
handshake,18,18,3.04,6,1.91,1,handshake,handshake,n,noun.communication,communication,acknowledgment.n.03,message.n.02,acknowledgment,message
hilly,19,18,1.22,6,2.68,0.95,hilly,hilly,a,adj.all,all,NA,NA,NA,NA
level,18,18,51.63,6,1.37,1,level,level,n,noun.attribute,attribute,property.n.02,attribute.n.02,property,attribute
rhinoceros,18,18,0.75,6,2.83,1,rhinoceros,rhinoceros,n,noun.animal,animal,odd-toed_ungulate.n.01,ungulate.n.01,odd-toed_ungulate,ungulate
set,19,18,231.47,6,3.03,0.95,set,set,n,noun.group,group,collection.n.01,group.n.01,collection,group
sheriff,18,18,61.08,6,1.88,1,sheriff,sheriff,n,noun.person,person,lawman.n.01,defender.n.01,lawman,defender
team,18,18,147.61,6,1.81,1,team,team,n,noun.group,group,unit.n.03,organization.n.01,unit,organization
wax,18,18,9.04,6,1.94,1,wax,wax,n,noun.substance,substance,lipid.n.01,macromolecule.n.01,lipid,macromolecule
blonde,18,18,13.92,6.06,1.21,1,blonde,blonde,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
cabinet,18,18,8.33,6.06,2.39,1,cabinet,cabinet,n,noun.artifact,artifact,furniture.n.01,furnishing.n.02,furniture,furnishing
captain,18,18,208.27,6.06,1.92,1,captain,captain,n,noun.person,person,commissioned_military_officer.n.01,commissioned_officer.n.01,commissioned_military_officer,commissioned_officer
cheater,19,18,2.14,6.06,1.63,0.95,cheater,cheater,n,noun.person,person,wrongdoer.n.01,bad_person.n.01,wrongdoer,bad_person
checkup,18,18,2.1,6.06,2.39,1,checkup,checkup,n,noun.act,act,examination.n.01,investigation.n.02,examination,investigation
clue,18,18,17.61,6.06,2.15,1,clue,clue,n,noun.communication,communication,indication.n.01,communication.n.02,indication,communication
comfy,19,18,2.25,6.06,2.78,0.95,comfy,comfy,a,adj.all,all,NA,NA,NA,NA
copy,18,18,52.27,6.06,2.34,1,copy,copy,n,noun.communication,communication,written_record.n.01,record.n.01,written_record,record
cubby,19,18,0.78,6.06,2.71,0.95,cubby,cubby,n,noun.artifact,artifact,room.n.01,area.n.05,room,area
dalmatian,20,18,0.73,6.06,2.71,0.9,dalmatian,dalmatian,n,noun.person,person,european.n.01,inhabitant.n.01,european,inhabitant
disgusting,18,18,26.61,6.06,1.86,1,disgusting,disgusting,v,verb.perception,perception,stimulate.v.06,sensitize.v.02,stimulate,sensitize
earache,21,18,0.29,6.06,2.86,0.86,earache,earache,n,noun.state,state,ache.n.01,pain.n.01,ache,pain
finder,18,18,1.67,6.06,2.04,1,finder,finder,n,noun.person,person,seeker.n.01,person.n.01,seeker,person
graveyard,18,18,5.33,6.06,1.66,1,graveyard,graveyard,n,noun.location,location,site.n.01,tract.n.01,site,tract
hairdryer,18,18,0.22,6.06,1.92,1,hairdryer,hairdryer,NA,NA,NA,NA,NA,NA,NA
hunger,18,18,5.88,6.06,2.46,1,hunger,hunger,n,noun.state,state,drive.n.09,physical_condition.n.01,drive,physical_condition
hunt,18,18,25.86,6.06,2.01,1,hunt,hunt,n,noun.person,person,NA,NA,NA,NA
imagine,18,18,81.04,6.06,1.55,1,imagine,imagine,v,verb.creation,creation,create_by_mental_act.v.01,make.v.03,create_by_mental_act,make
pantyhose,18,18,1.71,6.06,2.84,1,pantyhose,pantyhose,n,noun.artifact,artifact,tights.n.01,hosiery.n.01,tights,hosiery
pill,18,18,11.82,6.06,2.29,1,pill,pill,n,noun.artifact,artifact,thing.n.04,artifact.n.01,thing,artifact
problem,18,18,330.06,6.06,2.88,1,problem,problem,n,noun.state,state,difficulty.n.03,condition.n.01,difficulty,condition
pump,18,18,12.65,6.06,1.98,1,pump,pump,n,noun.artifact,artifact,mechanical_device.n.01,mechanism.n.05,mechanical_device,mechanism
railroad,18,18,12.43,6.06,2.6,1,railroad,railroad,n,noun.artifact,artifact,line.n.23,carrier.n.05,line,carrier
south,18,18,64.47,6.06,2.15,1,south,south,n,noun.location,location,NA,NA,NA,NA
streetlight,18,18,0.49,6.06,1.8,1,streetlight,streetlight,n,noun.artifact,artifact,lamp.n.01,source_of_illumination.n.01,lamp,source_of_illumination
sunset,18,18,10.31,6.06,2.75,1,sunset,sunset,n,noun.time,time,hour.n.02,clock_time.n.01,hour,clock_time
teardrop,18,18,0.27,6.06,2.29,1,teardrop,teardrop,n,noun.shape,shape,drop.n.01,sphere.n.05,drop,sphere
thirst,18,18,3.73,6.06,3.23,1,thirst,thirst,n,noun.state,state,drive.n.09,physical_condition.n.01,drive,physical_condition
treasure,18,18,19.06,6.06,2.1,1,treasure,treasure,n,noun.possession,possession,wealth.n.03,material_resource.n.01,wealth,material_resource
twin,18,18,10.43,6.06,1.73,1,twin,twin,n,noun.person,person,sibling.n.01,relative.n.01,sibling,relative
unbuckle,18,18,0.35,6.06,3.11,1,unbuckle,unbuckle,v,verb.contact,contact,undo.v.01,change_by_reversal.v.01,undo,change_by_reversal
unzip,18,18,0.82,6.06,3.67,1,unzip,unzip,v,verb.contact,contact,unfasten.v.01,undo.v.01,unfasten,undo
zigzag,18,18,0.45,6.06,2.13,1,zigzag,zigzag,n,noun.shape,shape,angular_shape.n.01,shape.n.02,angular_shape,shape
backdoor,18,18,0.59,6.11,2.89,1,backdoor,backdoor,n,noun.communication,communication,access.n.04,code.n.02,access,code
badge,18,18,15.25,6.11,1.81,1,badge,badge,n,noun.communication,communication,emblem.n.02,symbol.n.02,emblem,symbol
beer,18,18,75.49,6.11,2.68,1,beer,beer,n,noun.food,food,brew.n.01,alcohol.n.01,brew,alcohol
cooler,18,18,7.06,6.11,1.53,1,cooler,cooler,n,noun.artifact,artifact,refrigerator.n.01,white_goods.n.01,refrigerator,white_goods
crash,18,18,28.65,6.11,2.59,1,crash,crash,n,noun.event,event,noise.n.01,sound.n.04,noise,sound
creamy,18,18,1.18,6.11,2.08,1,creamy,creamy,a,adj.all,all,NA,NA,NA,NA
deadly,18,18,9.88,6.11,1.78,1,deadly,deadly,a,adj.all,all,NA,NA,NA,NA
doorstep,18,18,3.37,6.11,1.81,1,doorstep,doorstep,n,noun.artifact,artifact,sill.n.01,structural_member.n.01,sill,structural_member
hoop,18,18,2.69,6.11,1.45,1,hoop,hoop,n,noun.artifact,artifact,skeleton.n.04,supporting_structure.n.01,skeleton,supporting_structure
hump,18,18,4.41,6.11,1.64,1,hump,hump,n,noun.shape,shape,projection.n.05,convex_shape.n.01,projection,convex_shape
lighthouse,18,18,3.08,6.11,1.41,1,lighthouse,lighthouse,n,noun.artifact,artifact,tower.n.01,structure.n.01,tower,structure
noggin,18,18,0.67,6.11,2.17,1,noggin,noggin,n,noun.body,body,human_head.n.01,head.n.01,human_head,head
path,18,18,24.55,6.11,2.95,1,path,path,n,noun.act,act,course.n.04,action.n.01,course,action
playroom,18,18,0.8,6.11,4.32,1,playroom,playroom,n,noun.artifact,artifact,recreation_room.n.01,room.n.01,recreation_room,room
preacher,19,18,6.71,6.11,3.76,0.95,preacher,preacher,n,noun.person,person,clergyman.n.01,spiritual_leader.n.01,clergyman,spiritual_leader
raggedy,19,18,1.29,6.11,2.08,0.95,raggedy,raggedy,NA,NA,NA,NA,NA,NA,NA
raindrop,18,18,0.24,6.11,2.72,1,raindrop,raindrop,n,noun.phenomenon,phenomenon,drop.n.02,small_indefinite_quantity.n.01,drop,small_indefinite_quantity
recliner,18,18,0.18,6.11,1.53,1,recliner,recliner,n,noun.artifact,artifact,armchair.n.01,chair.n.01,armchair,chair
rip,18,18,20.16,6.11,3.41,1,rip,rip,n,noun.person,person,libertine.n.01,bad_person.n.01,libertine,bad_person
sewing,19,18,3.88,6.11,2.78,0.95,sewing,sewing,n,noun.act,act,handicraft.n.02,trade.n.02,handicraft,trade
speaker,18,18,6.9,6.11,1.81,1,speaker,speaker,n,noun.person,person,articulator.n.01,communicator.n.01,articulator,communicator
warning,18,18,31.96,6.11,2.27,1,warning,warning,n,noun.communication,communication,informing.n.02,speech_act.n.01,informing,speech_act
actress,18,18,16.02,6.17,2.26,1,actress,actress,n,noun.person,person,actor.n.01,performer.n.01,actor,performer
baldhead,18,18,0.04,6.17,1.82,1,baldhead,baldhead,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
bounce,18,18,9.84,6.17,4.9,1,bounce,bounce,n,noun.attribute,attribute,elasticity.n.01,physical_property.n.01,elasticity,physical_property
commercial,18,18,16.25,6.17,1.65,1,commercial,commercial,n,noun.communication,communication,ad.n.01,promotion.n.01,ad,promotion
domino,18,18,4.02,6.17,2.2,1,domino,domino,n,noun.person,person,NA,NA,NA,NA
edge,18,18,23.51,6.17,2.31,1,edge,edge,n,noun.location,location,boundary.n.01,extremity.n.04,boundary,extremity
exercise,18,18,17.73,6.17,2.83,1,exercise,exercise,n,noun.act,act,effort.n.02,labor.n.02,effort,labor
happiness,18,18,24.49,6.17,2.33,1,happiness,happiness,n,noun.state,state,emotional_state.n.01,emotion.n.01,emotional_state,emotion
hip,18,18,15.41,6.17,2.64,1,hip,hip,n,noun.body,body,body_part.n.01,part.n.03,body_part,part
reddish,19,18,0.2,6.17,2.64,0.95,reddish,reddish,a,adj.all,all,NA,NA,NA,NA
redness,18,18,0.2,6.17,2.23,1,redness,redness,n,noun.state,state,symptom.n.01,evidence.n.01,symptom,evidence
slip,18,18,25.88,6.17,2.6,1,slip,slip,n,noun.act,act,blunder.n.01,mistake.n.01,blunder,mistake
soul,18,18,76.96,6.17,2.38,1,soul,soul,n,noun.person,person,spirit.n.01,vital_principle.n.01,spirit,vital_principle
steal,18,18,53.33,6.17,2.09,1,steal,steal,n,noun.possession,possession,purchase.n.02,acquisition.n.02,purchase,acquisition
sunny,18,18,7.67,6.17,2.83,1,sunny,sunny,a,adj.all,all,NA,NA,NA,NA
teammate,18,18,0.9,6.17,1.42,1,teammate,teammate,n,noun.person,person,associate.n.01,peer.n.01,associate,peer
teary,19,18,0.08,6.17,1.86,0.95,teary,teary,a,adj.all,all,NA,NA,NA,NA
temperature,18,18,13.76,6.17,1.89,1,temperature,temperature,n,noun.attribute,attribute,fundamental_quantity.n.01,measure.n.02,fundamental_quantity,measure
tugboat,19,18,0.45,6.17,2.28,0.95,tugboat,tugboat,n,noun.artifact,artifact,boat.n.01,vessel.n.02,boat,vessel
understand,18,18,482.45,6.17,2.75,1,understand,understand,v,verb.cognition,cognition,NA,NA,NA,NA
belch,18,18,0.73,6.22,2.26,1,belch,belch,n,noun.act,act,expulsion.n.03,propulsion.n.02,expulsion,propulsion
blueberry,18,18,2.57,6.22,3.52,1,blueberry,blueberry,n,noun.plant,plant,shrub.n.01,woody_plant.n.01,shrub,woody_plant
breeze,18,18,8.04,6.22,3,1,breeze,breeze,n,noun.phenomenon,phenomenon,wind.n.01,weather.n.01,wind,weather
caution,18,18,5.16,6.22,3.1,1,caution,caution,n,noun.attribute,attribute,attentiveness.n.03,trait.n.01,attentiveness,trait
ditch,18,18,7.86,6.22,2.16,1,ditch,ditch,n,noun.artifact,artifact,excavation.n.03,artifact.n.01,excavation,artifact
fresh,18,18,54.51,6.22,1.86,1,fresh,fresh,a,adj.all,all,NA,NA,NA,NA
heavenly,18,18,5.53,6.22,2.1,1,heavenly,heavenly,a,adj.pert,pert,NA,NA,NA,NA
highschool,18,18,0.18,6.22,2.13,1,highschool,highschool,n,noun.group,group,secondary_school.n.01,school.n.01,secondary_school,school
honeybee,18,18,0.2,6.22,1.99,1,honeybee,honeybee,n,noun.animal,animal,bee.n.01,hymenopterous_insect.n.01,bee,hymenopterous_insect
jewel,18,18,7.24,6.22,1.77,1,jewel,jewel,n,noun.artifact,artifact,jewelry.n.01,adornment.n.01,jewelry,adornment
paintbrush,18,18,0.53,6.22,3.7,1,paintbrush,paintbrush,n,noun.artifact,artifact,brush.n.02,implement.n.01,brush,implement
playful,18,18,1.16,6.22,2.76,1,playful,playful,a,adj.all,all,NA,NA,NA,NA
speech,18,18,38.04,6.22,1.63,1,speech,speech,n,noun.communication,communication,speech_act.n.01,act.n.02,speech_act,act
teapot,18,18,0.86,6.22,2.49,1,teapot,teapot,n,noun.artifact,artifact,pot.n.01,vessel.n.03,pot,vessel
temper,18,18,11.41,6.22,2.24,1,temper,temper,n,noun.feeling,feeling,annoyance.n.02,anger.n.01,annoyance,anger
toffee,18,18,0.43,6.22,2.1,1,toffee,toffee,n,noun.food,food,candy.n.01,sweet.n.03,candy,sweet
traffic,18,18,28.51,6.22,2.16,1,traffic,traffic,n,noun.group,group,collection.n.01,group.n.01,collection,group
undershorts,18,18,0.12,6.22,3.14,1,undershorts,undershorts,NA,NA,NA,NA,NA,NA,NA
wildlife,18,18,1.92,6.22,1.56,1,wildlife,wildlife,n,noun.group,group,life.n.10,living_thing.n.01,life,living_thing
astronaut,18,18,3.96,6.28,2.44,1,astronaut,astronaut,n,noun.person,person,traveler.n.01,person.n.01,traveler,person
bury,18,18,20.67,6.28,1.9,1,bury,bury,v,verb.perception,perception,hide.v.01,NA,hide,NA
caveman,18,18,2.02,6.28,1.99,1,caveman,caveman,n,noun.person,person,primitive.n.01,person.n.01,primitive,person
embarrassment,18,18,4.84,6.28,1.96,1,embarrassment,embarrassment,n,noun.feeling,feeling,shame.n.01,feeling.n.01,shame,feeling
engine,18,18,31.88,6.28,2.37,1,engine,engine,n,noun.artifact,artifact,motor.n.01,machine.n.01,motor,machine
fence,18,18,16.06,6.28,3.36,1,fence,fence,n,noun.artifact,artifact,barrier.n.01,obstruction.n.01,barrier,obstruction
forest,18,18,18.88,6.28,2.52,1,forest,forest,n,noun.group,group,vegetation.n.01,collection.n.01,vegetation,collection
glow,18,18,5.75,6.28,1.87,1,glow,glow,n,noun.state,state,good_health.n.01,physical_condition.n.01,good_health,physical_condition
handcuff,18,18,1.02,6.28,1.99,1,handcuff,handcuff,n,noun.artifact,artifact,shackle.n.01,restraint.n.06,shackle,restraint
imagination,18,18,17.35,6.28,1.84,1,imagination,imagination,n,noun.cognition,cognition,creativity.n.01,ability.n.02,creativity,ability
opening,18,18,38.43,6.28,2.16,1,opening,opening,n,noun.object,object,space.n.02,location.n.01,space,location
shovel,18,18,6.84,6.28,2.78,1,shovel,shovel,n,noun.artifact,artifact,hand_tool.n.01,tool.n.01,hand_tool,tool
slimy,18,18,3.12,6.28,2.47,1,slimy,slimy,a,adj.all,all,NA,NA,NA,NA
subtraction,18,18,0.2,6.28,0.89,1,subtraction,subtraction,n,noun.act,act,arithmetic_operation.n.01,mathematical_process.n.01,arithmetic_operation,mathematical_process
timer,18,18,6.25,6.28,2.19,1,timer,timer,n,noun.artifact,artifact,timepiece.n.01,measuring_instrument.n.01,timepiece,measuring_instrument
trumpet,18,18,4.12,6.28,2.59,1,trumpet,trumpet,n,noun.artifact,artifact,brass.n.02,wind_instrument.n.01,brass,wind_instrument
truthful,18,18,2.14,6.28,2.37,1,truthful,truthful,a,adj.all,all,NA,NA,NA,NA
twig,18,18,1.35,6.28,3.03,1,twig,twig,n,noun.plant,plant,branch.n.02,stalk.n.02,branch,stalk
unthankful,19,18,0.02,6.28,2.32,0.95,unthankful,unthankful,a,adj.all,all,NA,NA,NA,NA
bullfrog,18,18,0.51,6.33,2.54,1,bullfrog,bullfrog,n,noun.animal,animal,true_frog.n.01,frog.n.01,true_frog,frog
childish,18,18,4.9,6.33,4.13,1,childish,childish,a,adj.all,all,NA,NA,NA,NA
confuse,18,18,4.76,6.33,2.14,1,confuse,confuse,v,verb.cognition,cognition,mistake.v.01,identify.v.06,mistake,identify
crack,18,18,32.84,6.33,3.38,1,crack,crack,n,noun.object,object,opening.n.01,space.n.02,opening,space
crooked,18,18,5.69,6.33,1.61,1,crooked,crooked,v,verb.motion,motion,bend.v.01,change_shape.v.01,bend,change_shape
dishrag,18,18,0.1,6.33,2.7,1,dishrag,dishrag,n,noun.artifact,artifact,piece_of_cloth.n.01,fabric.n.01,piece_of_cloth,fabric
excuse,18,18,368.1,6.33,2,1,excuse,excuse,n,noun.communication,communication,defense.n.04,justification.n.02,defense,justification
expensive,18,18,27.94,6.33,2,1,expensive,expensive,a,adj.all,all,NA,NA,NA,NA
eyeglass,18,18,0.06,6.33,2.61,1,eyeglass,eyeglass,n,noun.artifact,artifact,lens.n.01,optical_device.n.01,lens,optical_device
eyelid,18,18,0.33,6.33,3.16,1,eyelid,eyelid,n,noun.body,body,protective_fold.n.01,flap.n.04,protective_fold,flap
frosty,18,18,2.37,6.33,2.7,1,frosty,frosty,a,adj.all,all,NA,NA,NA,NA
grassy,18,18,0.63,6.33,1.57,1,grassy,grassy,a,adj.all,all,NA,NA,NA,NA
headband,18,18,0.41,6.33,2.2,1,headband,headband,n,noun.artifact,artifact,band.n.07,strip.n.02,band,strip
hiss,18,18,0.92,6.33,2,1,hiss,hiss,n,noun.event,event,noise.n.01,sound.n.04,noise,sound
kissy,20,18,0.39,6.33,3.07,0.9,kissy,kissy,NA,NA,NA,NA,NA,NA,NA
likely,18,18,25.76,6.33,1.5,1,likely,likely,a,adj.all,all,NA,NA,NA,NA
miss,18,18,467.65,6.33,3.41,1,miss,miss,n,noun.person,person,woman.n.01,adult.n.01,woman,adult
organize,18,18,4.31,6.33,2.09,1,organize,organize,v,verb.social,social,make.v.03,NA,make,NA
outlaw,18,18,2.92,6.33,2.77,1,outlaw,outlaw,n,noun.person,person,principal.n.05,wrongdoer.n.01,principal,wrongdoer
pasture,18,18,1.53,6.33,2.14,1,pasture,pasture,n,noun.location,location,grassland.n.01,tract.n.01,grassland,tract
petal,18,18,0.88,6.33,2.66,1,petal,petal,n,noun.plant,plant,floral_leaf.n.01,leaf.n.01,floral_leaf,leaf
recess,18,18,3.49,6.33,3.5,1,recess,recess,n,noun.state,state,abeyance.n.01,inaction.n.01,abeyance,inaction
sandpaper,18,18,0.43,6.33,1.28,1,sandpaper,sandpaper,n,noun.substance,substance,abrasive.n.01,material.n.01,abrasive,material
schoolchild,18,18,0.04,6.33,2.22,1,schoolchild,schoolchild,n,noun.person,person,young_person.n.01,juvenile.n.01,young_person,juvenile
skull,18,18,14.71,6.33,2.61,1,skull,skull,n,noun.body,body,bone.n.01,connective_tissue.n.01,bone,connective_tissue
stamp,18,18,5.92,6.33,2.22,1,stamp,stamp,n,noun.shape,shape,solid.n.03,shape.n.02,solid,shape
stepmother,18,18,4.24,6.33,1.46,1,stepmother,stepmother,n,noun.person,person,stepparent.n.01,parent.n.01,stepparent,parent
ugliness,18,18,1.24,6.33,2.22,1,ugliness,ugliness,n,noun.attribute,attribute,appearance.n.01,quality.n.01,appearance,quality
alarm,18,18,29.84,6.39,2.68,1,alarm,alarm,n,noun.feeling,feeling,fear.n.01,emotion.n.01,fear,emotion
antler,18,18,0.29,6.39,1.97,1,antler,antler,n,noun.animal,animal,horn.n.02,process.n.05,horn,process
attach,18,18,2.47,6.39,3.38,1,attach,attach,v,verb.contact,contact,connect.v.01,NA,connect,NA
breezy,19,18,0.78,6.39,2.66,0.95,breezy,breezy,a,adj.all,all,NA,NA,NA,NA
cabin,18,18,19.65,6.39,2.06,1,cabin,cabin,n,noun.artifact,artifact,compartment.n.02,room.n.01,compartment,room
cannonball,18,18,1.43,6.39,1.72,1,cannonball,cannonball,n,noun.artifact,artifact,projectile.n.01,weapon.n.01,projectile,weapon
capture,18,18,10.59,6.39,2.33,1,capture,capture,n,noun.act,act,acquiring.n.01,act.n.02,acquiring,act
chewable,18,18,0.08,6.39,1.72,1,chewable,chewable,a,adj.all,all,NA,NA,NA,NA
chilly,18,18,4.31,6.39,2.57,1,chilly,chilly,n,noun.food,food,hot_pepper.n.02,pepper.n.04,hot_pepper,pepper
cigarette,18,18,26.61,6.39,3.71,1,cigarette,cigarette,n,noun.artifact,artifact,roll_of_tobacco.n.01,tobacco.n.01,roll_of_tobacco,tobacco
crispy,18,18,2.27,6.39,2.97,1,crispy,crispy,a,adj.all,all,NA,NA,NA,NA
crummy,18,18,3.35,6.39,3.97,1,crummy,crummy,a,adj.all,all,NA,NA,NA,NA
cupboard,18,18,2.49,6.39,2.45,1,cupboard,cupboard,n,noun.artifact,artifact,storage_space.n.01,area.n.05,storage_space,area
curl,18,18,2.35,6.39,2.7,1,curl,curl,n,noun.shape,shape,round_shape.n.01,shape.n.02,round_shape,shape
dishwater,18,18,0.22,6.39,2.83,1,dishwater,dishwater,n,noun.substance,substance,water.n.01,binary_compound.n.01,water,binary_compound
earwax,18,18,0.18,6.39,1.79,1,earwax,earwax,n,noun.substance,substance,wax.n.01,lipid.n.01,wax,lipid
firefly,18,18,0.55,6.39,2.25,1,firefly,firefly,n,noun.animal,animal,elaterid_beetle.n.01,beetle.n.01,elaterid_beetle,beetle
greasy,18,18,3.9,6.39,1.85,1,greasy,greasy,a,adj.all,all,NA,NA,NA,NA
hairdo,18,18,1.29,6.39,2.43,1,hairdo,hairdo,n,noun.body,body,hair.n.01,body_covering.n.01,hair,body_covering
halo,18,18,1.61,6.39,2.64,1,halo,halo,n,noun.attribute,attribute,light.n.07,visual_property.n.01,light,visual_property
hen,18,18,3.2,6.39,2.81,1,hen,hen,n,noun.animal,animal,chicken.n.02,domestic_fowl.n.01,chicken,domestic_fowl
juggle,18,18,1.45,6.39,2.87,1,juggle,juggle,n,noun.act,act,rearrangement.n.01,arrangement.n.06,rearrangement,arrangement
kicker,18,18,1.06,6.39,2.35,1,kicker,kicker,n,noun.person,person,football_player.n.01,athlete.n.01,football_player,athlete
lazy,18,18,11.59,6.39,2.23,1,lazy,lazy,a,adj.all,all,NA,NA,NA,NA
littleness,19,18,0.08,6.39,1.94,0.95,littleness,littleness,n,noun.attribute,attribute,size.n.01,magnitude.n.01,size,magnitude
mister,18,18,45.61,6.39,4.1,1,mister,mister,n,noun.communication,communication,title.n.06,appellation.n.01,title,appellation
notepaper,18,18,0.04,6.39,2.45,1,notepaper,notepaper,n,noun.communication,communication,writing_paper.n.01,paper.n.01,writing_paper,paper
snowsuit,18,18,0.12,6.39,3.78,1,snowsuit,snowsuit,n,noun.artifact,artifact,overgarment.n.01,garment.n.01,overgarment,garment
songbook,18,18,0.06,6.39,2.99,1,songbook,songbook,n,noun.communication,communication,book.n.01,publication.n.01,book,publication
state,18,18,107.84,6.39,2.59,1,state,state,n,noun.location,location,administrative_district.n.01,district.n.01,administrative_district,district
unfriendliness,18,18,0.02,6.39,2.23,1,unfriendliness,unfriendliness,n,noun.feeling,feeling,dislike.n.02,feeling.n.01,dislike,feeling
unwanted,18,18,1.37,6.39,2.09,1,unwanted,unwanted,a,adj.all,all,NA,NA,NA,NA
useful,18,18,13.12,6.39,1.88,1,useful,useful,a,adj.all,all,NA,NA,NA,NA
violence,18,18,23,6.39,2.28,1,violence,violence,n,noun.act,act,aggression.n.03,action.n.01,aggression,action
wand,18,18,3.08,6.39,3.27,1,wand,wand,n,noun.artifact,artifact,rod.n.01,implement.n.01,rod,implement
wee,19,18,8.51,6.39,2.79,0.95,wee,wee,n,noun.time,time,time.n.03,time_period.n.01,time,time_period
bank,18,18,84.98,6.44,2.41,1,bank,bank,n,noun.object,object,slope.n.01,geological_formation.n.01,slope,geological_formation
caboose,18,18,0.59,6.44,2.66,1,caboose,caboose,n,noun.artifact,artifact,kitchen.n.01,room.n.01,kitchen,room
checkout,18,18,1.25,6.44,2.43,1,checkout,checkout,n,noun.act,act,inspection.n.01,examination.n.01,inspection,examination
flagpole,18,18,0.73,6.44,2.75,1,flagpole,flagpole,n,noun.artifact,artifact,surveying_instrument.n.01,instrument.n.01,surveying_instrument,instrument
